id,jozz,sura_no,page,aya_no
1356,11,9,206,121
1357,11,9,206,122
1358,11,9,207,123
1359,11,9,207,124
1360,11,9,207,125
1361,11,9,207,126
1362,11,9,207,127
1363,11,9,207,128
1364,11,9,207,129
1365,11,10,208,1
1366,11,10,208,2
1367,11,10,208,3
1368,11,10,208,4
1369,11,10,208,5
1370,11,10,208,6
1371,11,10,209,7
1372,11,10,209,8
1373,11,10,209,9
1374,11,10,209,10
1375,11,10,209,11
1376,11,10,209,12
1377,11,10,209,13
1378,11,10,209,14
1379,11,10,210,15
1380,11,10,210,16
1381,11,10,210,17
1382,11,10,210,18
1383,11,10,210,19
1384,11,10,210,20
1385,11,10,211,21
1386,11,10,211,22
1387,11,10,211,23
1388,11,10,211,24
1389,11,10,211,25
1390,11,10,212,26
1391,11,10,212,27
1392,11,10,212,28
1393,11,10,212,29
1394,11,10,212,30
1395,11,10,212,31
1396,11,10,212,32
1397,11,10,212,33
1398,11,10,213,34
1399,11,10,213,35
1400,11,10,213,36
1401,11,10,213,37
1402,11,10,213,38
1403,11,10,213,39
1404,11,10,213,40
1405,11,10,213,41
1406,11,10,213,42
1407,11,10,214,43
1408,11,10,214,44
1409,11,10,214,45
1410,11,10,214,46
1411,11,10,214,47
1412,11,10,214,48
1413,11,10,214,49
1414,11,10,214,50
1415,11,10,214,51
1416,11,10,214,52
1417,11,10,214,53
1418,11,10,215,54
1419,11,10,215,55
1420,11,10,215,56
1421,11,10,215,57
1422,11,10,215,58
1423,11,10,215,59
1424,11,10,215,60
1425,11,10,215,61
1426,11,10,216,62
1427,11,10,216,63
1428,11,10,216,64
1429,11,10,216,65
1430,11,10,216,66
1431,11,10,216,67
1432,11,10,216,68
1433,11,10,216,69
1434,11,10,216,70
1435,11,10,217,71
1436,11,10,217,72
1437,11,10,217,73
1438,11,10,217,74
1439,11,10,217,75
1440,11,10,217,76
1441,11,10,217,77
1442,11,10,217,78
1443,11,10,218,79
1444,11,10,218,80
1445,11,10,218,81
1446,11,10,218,82
1447,11,10,218,83
1448,11,10,218,84
1449,11,10,218,85
1450,11,10,218,86
1451,11,10,218,87
1452,11,10,218,88
1453,11,10,219,89
1454,11,10,219,90
1455,11,10,219,91
1456,11,10,219,92
1457,11,10,219,93
1458,11,10,219,94
1459,11,10,219,95
1460,11,10,219,96
1461,11,10,219,97
1462,11,10,220,98
1463,11,10,220,99
1464,11,10,220,100
1465,11,10,220,101
1466,11,10,220,102
1467,11,10,220,103
1468,11,10,220,104
1469,11,10,220,105
1470,11,10,220,106
1471,11,10,221,107
1472,11,10,221,108
1473,11,10,221,109
1474,11,11,221,1
1475,11,11,221,2
1476,11,11,221,3
1477,11,11,221,4
1478,11,11,221,5
1479,12,11,222,6
1480,12,11,222,7
1481,12,11,222,8
1482,12,11,222,9
1483,12,11,222,10
1484,12,11,222,11
1485,12,11,222,12
1486,12,11,223,13
1487,12,11,223,14
1488,12,11,223,15
1489,12,11,223,16
1490,12,11,223,17
1491,12,11,223,18
1492,12,11,223,19
1493,12,11,224,20
1494,12,11,224,21
1495,12,11,224,22
1496,12,11,224,23
1497,12,11,224,24
1498,12,11,224,25
1499,12,11,224,26
1500,12,11,224,27
1501,12,11,224,28
1502,12,11,225,29
1503,12,11,225,30
1504,12,11,225,31
1505,12,11,225,32
1506,12,11,225,33
1507,12,11,225,34
1508,12,11,225,35
1509,12,11,225,36
1510,12,11,225,37
1511,12,11,226,38
1512,12,11,226,39
1513,12,11,226,40
1514,12,11,226,41
1515,12,11,226,42
1516,12,11,226,43
1517,12,11,226,44
1518,12,11,226,45
1519,12,11,227,46
1520,12,11,227,47
1521,12,11,227,48
1522,12,11,227,49
1523,12,11,227,50
1524,12,11,227,51
1525,12,11,227,52
1526,12,11,227,53
1527,12,11,228,54
1528,12,11,228,55
1529,12,11,228,56
1530,12,11,228,57
1531,12,11,228,58
1532,12,11,228,59
1533,12,11,228,60
1534,12,11,228,61
1535,12,11,228,62
1536,12,11,229,63
1537,12,11,229,64
1538,12,11,229,65
1539,12,11,229,66
1540,12,11,229,67
1541,12,11,229,68
1542,12,11,229,69
1543,12,11,229,70
1544,12,11,229,71
1545,12,11,230,72
1546,12,11,230,73
1547,12,11,230,74
1548,12,11,230,75
1549,12,11,230,76
1550,12,11,230,77
1551,12,11,230,78
1552,12,11,230,79
1553,12,11,230,80
1554,12,11,230,81
1555,12,11,231,82
1556,12,11,231,83
1557,12,11,231,84
1558,12,11,231,85
1559,12,11,231,86
1560,12,11,231,87
1561,12,11,231,88
1562,12,11,232,89
1563,12,11,232,90
1564,12,11,232,91
1565,12,11,232,92
1566,12,11,232,93
1567,12,11,232,94
1568,12,11,232,95
1569,12,11,232,96
1570,12,11,232,97
1571,12,11,233,98
1572,12,11,233,99
1573,12,11,233,100
1574,12,11,233,101
1575,12,11,233,102
1576,12,11,233,103
1577,12,11,233,104
1578,12,11,233,105
1579,12,11,233,106
1580,12,11,233,107
1581,12,11,233,108
1582,12,11,234,109
1583,12,11,234,110
1584,12,11,234,111
1585,12,11,234,112
1586,12,11,234,113
1587,12,11,234,114
1588,12,11,234,115
1589,12,11,234,116
1590,12,11,234,117
1591,12,11,235,118
1592,12,11,235,119
1593,12,11,235,120
1594,12,11,235,121
1595,12,11,235,122
1596,12,11,235,123
1597,12,12,235,1
1598,12,12,235,2
1599,12,12,235,3
1600,12,12,235,4
1601,12,12,236,5
1602,12,12,236,6
1603,12,12,236,7
1604,12,12,236,8
1605,12,12,236,9
1606,12,12,236,10
1607,12,12,236,11
1608,12,12,236,12
1609,12,12,236,13
1610,12,12,236,14
1611,12,12,237,15
1612,12,12,237,16
1613,12,12,237,17
1614,12,12,237,18
1615,12,12,237,19
1616,12,12,237,20
1617,12,12,237,21
1618,12,12,237,22
1619,12,12,238,23
1620,12,12,238,24
1621,12,12,238,25
1622,12,12,238,26
1623,12,12,238,27
1624,12,12,238,28
1625,12,12,238,29
1626,12,12,238,30
1627,12,12,239,31
1628,12,12,239,32
1629,12,12,239,33
1630,12,12,239,34
1631,12,12,239,35
1632,12,12,239,36
1633,12,12,239,37
1634,12,12,240,38
1635,12,12,240,39
1636,12,12,240,40
1637,12,12,240,41
1638,12,12,240,42
1639,12,12,240,43
1640,12,12,241,44
1641,12,12,241,45
1642,12,12,241,46
1643,12,12,241,47
1644,12,12,241,48
1645,12,12,241,49
1646,12,12,241,50
1647,12,12,241,51
1648,12,12,241,52
1649,13,12,242,53
1650,13,12,242,54
1651,13,12,242,55
1652,13,12,242,56
1653,13,12,242,57
1654,13,12,242,58
1655,13,12,242,59
1656,13,12,242,60
1657,13,12,242,61
1658,13,12,242,62
1659,13,12,242,63
1660,13,12,243,64
1661,13,12,243,65
1662,13,12,243,66
1663,13,12,243,67
1664,13,12,243,68
1665,13,12,243,69
1666,13,12,244,70
1667,13,12,244,71
1668,13,12,244,72
1669,13,12,244,73
1670,13,12,244,74
1671,13,12,244,75
1672,13,12,244,76
1673,13,12,244,77
1674,13,12,244,78
1675,13,12,245,79
1676,13,12,245,80
1677,13,12,245,81
1678,13,12,245,82
1679,13,12,245,83
1680,13,12,245,84
1681,13,12,245,85
1682,13,12,245,86
1683,13,12,246,87
1684,13,12,246,88
1685,13,12,246,89
1686,13,12,246,90
1687,13,12,246,91
1688,13,12,246,92
1689,13,12,246,93
1690,13,12,246,94
1691,13,12,246,95
1692,13,12,247,96
1693,13,12,247,97
1694,13,12,247,98
1695,13,12,247,99
1696,13,12,247,100
1697,13,12,247,101
1698,13,12,247,102
1699,13,12,247,103
1700,13,12,248,104
1701,13,12,248,105
1702,13,12,248,106
1703,13,12,248,107
1704,13,12,248,108
1705,13,12,248,109
1706,13,12,248,110
1707,13,12,248,111
1708,13,13,249,1
1709,13,13,249,2
1710,13,13,249,3
1711,13,13,249,4
1712,13,13,249,5
1713,13,13,250,6
1714,13,13,250,7
1715,13,13,250,8
1716,13,13,250,9
1717,13,13,250,10
1718,13,13,250,11
1719,13,13,250,12
1720,13,13,250,13
1721,13,13,251,14
1722,13,13,251,15
1723,13,13,251,16
1724,13,13,251,17
1725,13,13,251,18
1726,13,13,252,19
1727,13,13,252,20
1728,13,13,252,21
1729,13,13,252,22
1730,13,13,252,23
1731,13,13,252,24
1732,13,13,252,25
1733,13,13,252,26
1734,13,13,252,27
1735,13,13,252,28
1736,13,13,253,29
1737,13,13,253,30
1738,13,13,253,31
1739,13,13,253,32
1740,13,13,253,33
1741,13,13,253,34
1742,13,13,254,35
1743,13,13,254,36
1744,13,13,254,37
1745,13,13,254,38
1746,13,13,254,39
1747,13,13,254,40
1748,13,13,254,41
1749,13,13,254,42
1750,13,13,255,43
1751,13,14,255,1
1752,13,14,255,2
1753,13,14,255,3
1754,13,14,255,4
1755,13,14,255,5
1756,13,14,256,6
1757,13,14,256,7
1758,13,14,256,8
1759,13,14,256,9
1760,13,14,256,10
1761,13,14,257,11
1762,13,14,257,12
1763,13,14,257,13
1764,13,14,257,14
1765,13,14,257,15
1766,13,14,257,16
1767,13,14,257,17
1768,13,14,257,18
1769,13,14,258,19
1770,13,14,258,20
1771,13,14,258,21
1772,13,14,258,22
1773,13,14,258,23
1774,13,14,258,24
1775,13,14,259,25
1776,13,14,259,26
1777,13,14,259,27
1778,13,14,259,28
1779,13,14,259,29
1780,13,14,259,30
1781,13,14,259,31
1782,13,14,259,32
1783,13,14,259,33
1784,13,14,260,34
1785,13,14,260,35
1786,13,14,260,36
1787,13,14,260,37
1788,13,14,260,38
1789,13,14,260,39
1790,13,14,260,40
1791,13,14,260,41
1792,13,14,260,42
1793,13,14,261,43
1794,13,14,261,44
1795,13,14,261,45
1796,13,14,261,46
1797,13,14,261,47
1798,13,14,261,48
1799,13,14,261,49
1800,13,14,261,50
1801,13,14,261,51
1802,13,14,261,52
1803,14,15,262,1
1804,14,15,262,2
1805,14,15,262,3
1806,14,15,262,4
1807,14,15,262,5
1808,14,15,262,6
1809,14,15,262,7
1810,14,15,262,8
1811,14,15,262,9
1812,14,15,262,10
1813,14,15,262,11
1814,14,15,262,12
1815,14,15,262,13
1816,14,15,262,14
1817,14,15,262,15
1818,14,15,263,16
1819,14,15,263,17
1820,14,15,263,18
1821,14,15,263,19
1822,14,15,263,20
1823,14,15,263,21
1824,14,15,263,22
1825,14,15,263,23
1826,14,15,263,24
1827,14,15,263,25
1828,14,15,263,26
1829,14,15,263,27
1830,14,15,263,28
1831,14,15,263,29
1832,14,15,263,30
1833,14,15,263,31
1834,14,15,264,32
1835,14,15,264,33
1836,14,15,264,34
1837,14,15,264,35
1838,14,15,264,36
1839,14,15,264,37
1840,14,15,264,38
1841,14,15,264,39
1842,14,15,264,40
1843,14,15,264,41
1844,14,15,264,42
1845,14,15,264,43
1846,14,15,264,44
1847,14,15,264,45
1848,14,15,264,46
1849,14,15,264,47
1850,14,15,264,48
1851,14,15,264,49
1852,14,15,264,50
1853,14,15,264,51
1854,14,15,265,52
1855,14,15,265,53
1856,14,15,265,54
1857,14,15,265,55
1858,14,15,265,56
1859,14,15,265,57
1860,14,15,265,58
1861,14,15,265,59
1862,14,15,265,60
1863,14,15,265,61
1864,14,15,265,62
1865,14,15,265,63
1866,14,15,265,64
1867,14,15,265,65
1868,14,15,265,66
1869,14,15,265,67
1870,14,15,265,68
1871,14,15,265,69
1872,14,15,265,70
1873,14,15,266,71
1874,14,15,266,72
1875,14,15,266,73
1876,14,15,266,74
1877,14,15,266,75
1878,14,15,266,76
1879,14,15,266,77
1880,14,15,266,78
1881,14,15,266,79
1882,14,15,266,80
1883,14,15,266,81
1884,14,15,266,82
1885,14,15,266,83
1886,14,15,266,84
1887,14,15,266,85
1888,14,15,266,86
1889,14,15,266,87
1890,14,15,266,88
1891,14,15,266,89
1892,14,15,266,90
1893,14,15,267,91
1894,14,15,267,92
1895,14,15,267,93
1896,14,15,267,94
1897,14,15,267,95
1898,14,15,267,96
1899,14,15,267,97
1900,14,15,267,98
1901,14,15,267,99
1902,14,16,267,1
1903,14,16,267,2
1904,14,16,267,3
1905,14,16,267,4
1906,14,16,267,5
1907,14,16,267,6
1908,14,16,268,7
1909,14,16,268,8
1910,14,16,268,9
1911,14,16,268,10
1912,14,16,268,11
1913,14,16,268,12
1914,14,16,268,13
1915,14,16,268,14
1916,14,16,269,15
1917,14,16,269,16
1918,14,16,269,17
1919,14,16,269,18
1920,14,16,269,19
1921,14,16,269,20
1922,14,16,269,21
1923,14,16,269,22
1924,14,16,269,23
1925,14,16,269,24
1926,14,16,269,25
1927,14,16,269,26
1928,14,16,270,27
1929,14,16,270,28
1930,14,16,270,29
1931,14,16,270,30
1932,14,16,270,31
1933,14,16,270,32
1934,14,16,270,33
1935,14,16,270,34
1936,14,16,271,35
1937,14,16,271,36
1938,14,16,271,37
1939,14,16,271,38
1940,14,16,271,39
1941,14,16,271,40
1942,14,16,271,41
1943,14,16,271,42
1944,14,16,272,43
1945,14,16,272,44
1946,14,16,272,45
1947,14,16,272,46
1948,14,16,272,47
1949,14,16,272,48
1950,14,16,272,49
1951,14,16,272,50
1952,14,16,272,51
1953,14,16,272,52
1954,14,16,272,53
1955,14,16,272,54
1956,14,16,273,55
1957,14,16,273,56
1958,14,16,273,57
1959,14,16,273,58
1960,14,16,273,59
1961,14,16,273,60
1962,14,16,273,61
1963,14,16,273,62
1964,14,16,273,63
1965,14,16,273,64
1966,14,16,274,65
1967,14,16,274,66
1968,14,16,274,67
1969,14,16,274,68
1970,14,16,274,69
1971,14,16,274,70
1972,14,16,274,71
1973,14,16,274,72
1974,14,16,275,73
1975,14,16,275,74
1976,14,16,275,75
1977,14,16,275,76
1978,14,16,275,77
1979,14,16,275,78
1980,14,16,275,79
1981,14,16,276,80
1982,14,16,276,81
1983,14,16,276,82
1984,14,16,276,83
1985,14,16,276,84
1986,14,16,276,85
1987,14,16,276,86
1988,14,16,276,87
1989,14,16,277,88
1990,14,16,277,89
1991,14,16,277,90
1992,14,16,277,91
1993,14,16,277,92
1994,14,16,277,93
1995,14,16,278,94
1996,14,16,278,95
1997,14,16,278,96
1998,14,16,278,97
1999,14,16,278,98
2000,14,16,278,99
2001,14,16,278,100
2002,14,16,278,101
2003,14,16,278,102
2004,14,16,279,103
2005,14,16,279,104
2006,14,16,279,105
2007,14,16,279,106
2008,14,16,279,107
2009,14,16,279,108
2010,14,16,279,109
2011,14,16,279,110
2012,14,16,280,111
2013,14,16,280,112
2014,14,16,280,113
2015,14,16,280,114
2016,14,16,280,115
2017,14,16,280,116
2018,14,16,280,117
2019,14,16,280,118
2020,14,16,281,119
2021,14,16,281,120
2022,14,16,281,121
2023,14,16,281,122
2024,14,16,281,123
2025,14,16,281,124
2026,14,16,281,125
2027,14,16,281,126
2028,14,16,281,127
2029,14,16,281,128
2030,15,17,282,1
2031,15,17,282,2
2032,15,17,282,3
2033,15,17,282,4
2034,15,17,282,5
2035,15,17,282,6
2036,15,17,282,7
2037,15,17,283,8
2038,15,17,283,9
2039,15,17,283,10
2040,15,17,283,11
2041,15,17,283,12
2042,15,17,283,13
2043,15,17,283,14
2044,15,17,283,15
2045,15,17,283,16
2046,15,17,283,17
2047,15,17,284,18
2048,15,17,284,19
2049,15,17,284,20
2050,15,17,284,21
2051,15,17,284,22
2052,15,17,284,23
2053,15,17,284,24
2054,15,17,284,25
2055,15,17,284,26
2056,15,17,284,27
2057,15,17,285,28
2058,15,17,285,29
2059,15,17,285,30
2060,15,17,285,31
2061,15,17,285,32
2062,15,17,285,33
2063,15,17,285,34
2064,15,17,285,35
2065,15,17,285,36
2066,15,17,285,37
2067,15,17,285,38
2068,15,17,286,39
2069,15,17,286,40
2070,15,17,286,41
2071,15,17,286,42
2072,15,17,286,43
2073,15,17,286,44
2074,15,17,286,45
2075,15,17,286,46
2076,15,17,286,47
2077,15,17,286,48
2078,15,17,286,49
2079,15,17,287,50
2080,15,17,287,51
2081,15,17,287,52
2082,15,17,287,53
2083,15,17,287,54
2084,15,17,287,55
2085,15,17,287,56
2086,15,17,287,57
2087,15,17,287,58
2088,15,17,288,59
2089,15,17,288,60
2090,15,17,288,61
2091,15,17,288,62
2092,15,17,288,63
2093,15,17,288,64
2094,15,17,288,65
2095,15,17,288,66
2096,15,17,289,67
2097,15,17,289,68
2098,15,17,289,69
2099,15,17,289,70
2100,15,17,289,71
2101,15,17,289,72
2102,15,17,289,73
2103,15,17,289,74
2104,15,17,289,75
2105,15,17,290,76
2106,15,17,290,77
2107,15,17,290,78
2108,15,17,290,79
2109,15,17,290,80
2110,15,17,290,81
2111,15,17,290,82
2112,15,17,290,83
2113,15,17,290,84
2114,15,17,290,85
2115,15,17,290,86
2116,15,17,291,87
2117,15,17,291,88
2118,15,17,291,89
2119,15,17,291,90
2120,15,17,291,91
2121,15,17,291,92
2122,15,17,291,93
2123,15,17,291,94
2124,15,17,291,95
2125,15,17,291,96
2126,15,17,292,97
2127,15,17,292,98
2128,15,17,292,99
2129,15,17,292,100
2130,15,17,292,101
2131,15,17,292,102
2132,15,17,292,103
2133,15,17,292,104
2134,15,17,293,105
2135,15,17,293,106
2136,15,17,293,107
2137,15,17,293,108
2138,15,17,293,109
2139,15,17,293,110
2140,15,17,293,111
2141,15,18,293,1
2142,15,18,293,2
2143,15,18,293,3
2144,15,18,293,4
2145,15,18,294,5
2146,15,18,294,6
2147,15,18,294,7
2148,15,18,294,8
2149,15,18,294,9
2150,15,18,294,10
2151,15,18,294,11
2152,15,18,294,12
2153,15,18,294,13
2154,15,18,294,14
2155,15,18,294,15
2156,15,18,295,16
2157,15,18,295,17
2158,15,18,295,18
2159,15,18,295,19
2160,15,18,295,20
2161,15,18,296,21
2162,15,18,296,22
2163,15,18,296,23
2164,15,18,296,24
2165,15,18,296,25
2166,15,18,296,26
2167,15,18,296,27
2168,15,18,297,28
2169,15,18,297,29
2170,15,18,297,30
2171,15,18,297,31
2172,15,18,297,32
2173,15,18,297,33
2174,15,18,297,34
2175,15,18,298,35
2176,15,18,298,36
2177,15,18,298,37
2178,15,18,298,38
2179,15,18,298,39
2180,15,18,298,40
2181,15,18,298,41
2182,15,18,298,42
2183,15,18,298,43
2184,15,18,298,44
2185,15,18,298,45
2186,15,18,299,46
2187,15,18,299,47
2188,15,18,299,48
2189,15,18,299,49
2190,15,18,299,50
2191,15,18,299,51
2192,15,18,299,52
2193,15,18,299,53
2194,15,18,300,54
2195,15,18,300,55
2196,15,18,300,56
2197,15,18,300,57
2198,15,18,300,58
2199,15,18,300,59
2200,15,18,300,60
2201,15,18,300,61
2202,15,18,301,62
2203,15,18,301,63
2204,15,18,301,64
2205,15,18,301,65
2206,15,18,301,66
2207,15,18,301,67
2208,15,18,301,68
2209,15,18,301,69
2210,15,18,301,70
2211,15,18,301,71
2212,15,18,301,72
2213,15,18,301,73
2214,15,18,301,74
2215,16,18,302,75
2216,16,18,302,76
2217,16,18,302,77
2218,16,18,302,78
2219,16,18,302,79
2220,16,18,302,80
2221,16,18,302,81
2222,16,18,302,82
2223,16,18,302,83
2224,16,18,303,84
2225,16,18,303,85
2226,16,18,303,86
2227,16,18,303,87
2228,16,18,303,88
2229,16,18,303,89
2230,16,18,303,90
2231,16,18,303,91
2232,16,18,303,92
2233,16,18,303,93
2234,16,18,303,94
2235,16,18,303,95
2236,16,18,303,96
2237,16,18,303,97
2238,16,18,304,98
2239,16,18,304,99
2240,16,18,304,100
2241,16,18,304,101
2242,16,18,304,102
2243,16,18,304,103
2244,16,18,304,104
2245,16,18,304,105
2246,16,18,304,106
2247,16,18,304,107
2248,16,18,304,108
2249,16,18,304,109
2250,16,18,304,110
2251,16,19,305,1
2252,16,19,305,2
2253,16,19,305,3
2254,16,19,305,4
2255,16,19,305,5
2256,16,19,305,6
2257,16,19,305,7
2258,16,19,305,8
2259,16,19,305,9
2260,16,19,305,10
2261,16,19,305,11
2262,16,19,306,12
2263,16,19,306,13
2264,16,19,306,14
2265,16,19,306,15
2266,16,19,306,16
2267,16,19,306,17
2268,16,19,306,18
2269,16,19,306,19
2270,16,19,306,20
2271,16,19,306,21
2272,16,19,306,22
2273,16,19,306,23
2274,16,19,306,24
2275,16,19,306,25
2276,16,19,307,26
2277,16,19,307,27
2278,16,19,307,28
2279,16,19,307,29
2280,16,19,307,30
2281,16,19,307,31
2282,16,19,307,32
2283,16,19,307,33
2284,16,19,307,34
2285,16,19,307,35
2286,16,19,307,36
2287,16,19,307,37
2288,16,19,307,38
2289,16,19,308,39
2290,16,19,308,40
2291,16,19,308,41
2292,16,19,308,42
2293,16,19,308,43
2294,16,19,308,44
2295,16,19,308,45
2296,16,19,308,46
2297,16,19,308,47
2298,16,19,308,48
2299,16,19,308,49
2300,16,19,308,50
2301,16,19,308,51
2302,16,19,309,52
2303,16,19,309,53
2304,16,19,309,54
2305,16,19,309,55
2306,16,19,309,56
2307,16,19,309,57
2308,16,19,309,58
2309,16,19,309,59
2310,16,19,309,60
2311,16,19,309,61
2312,16,19,309,62
2313,16,19,309,63
2314,16,19,309,64
2315,16,19,310,65
2316,16,19,310,66
2317,16,19,310,67
2318,16,19,310,68
2319,16,19,310,69
2320,16,19,310,70
2321,16,19,310,71
2322,16,19,310,72
2323,16,19,310,73
2324,16,19,310,74
2325,16,19,310,75
2326,16,19,310,76
2327,16,19,311,77
2328,16,19,311,78
2329,16,19,311,79
2330,16,19,311,80
2331,16,19,311,81
2332,16,19,311,82
2333,16,19,311,83
2334,16,19,311,84
2335,16,19,311,85
2336,16,19,311,86
2337,16,19,311,87
2338,16,19,311,88
2339,16,19,311,89
2340,16,19,311,90
2341,16,19,311,91
2342,16,19,311,92
2343,16,19,311,93
2344,16,19,311,94
2345,16,19,311,95
2346,16,19,312,96
2347,16,19,312,97
2348,16,19,312,98
2349,16,20,312,1
2350,16,20,312,2
2351,16,20,312,3
2352,16,20,312,4
2353,16,20,312,5
2354,16,20,312,6
2355,16,20,312,7
2356,16,20,312,8
2357,16,20,312,9
2358,16,20,312,10
2359,16,20,312,11
2360,16,20,312,12
2361,16,20,313,13
2362,16,20,313,14
2363,16,20,313,15
2364,16,20,313,16
2365,16,20,313,17
2366,16,20,313,18
2367,16,20,313,19
2368,16,20,313,20
2369,16,20,313,21
2370,16,20,313,22
2371,16,20,313,23
2372,16,20,313,24
2373,16,20,313,25
2374,16,20,313,26
2375,16,20,313,27
2376,16,20,313,28
2377,16,20,313,29
2378,16,20,313,30
2379,16,20,313,31
2380,16,20,313,32
2381,16,20,313,33
2382,16,20,313,34
2383,16,20,313,35
2384,16,20,313,36
2385,16,20,313,37
2386,16,20,314,38
2387,16,20,314,39
2388,16,20,314,40
2389,16,20,314,41
2390,16,20,314,42
2391,16,20,314,43
2392,16,20,314,44
2393,16,20,314,45
2394,16,20,314,46
2395,16,20,314,47
2396,16,20,314,48
2397,16,20,314,49
2398,16,20,314,50
2399,16,20,314,51
2400,16,20,315,52
2401,16,20,315,53
2402,16,20,315,54
2403,16,20,315,55
2404,16,20,315,56
2405,16,20,315,57
2406,16,20,315,58
2407,16,20,315,59
2408,16,20,315,60
2409,16,20,315,61
2410,16,20,315,62
2411,16,20,315,63
2412,16,20,315,64
2413,16,20,316,65
2414,16,20,316,66
2415,16,20,316,67
2416,16,20,316,68
2417,16,20,316,69
2418,16,20,316,70
2419,16,20,316,71
2420,16,20,316,72
2421,16,20,316,73
2422,16,20,316,74
2423,16,20,316,75
2424,16,20,316,76
2425,16,20,317,77
2426,16,20,317,78
2427,16,20,317,79
2428,16,20,317,80
2429,16,20,317,81
2430,16,20,317,82
2431,16,20,317,83
2432,16,20,317,84
2433,16,20,317,85
2434,16,20,317,86
2435,16,20,317,87
2436,16,20,318,88
2437,16,20,318,89
2438,16,20,318,90
2439,16,20,318,91
2440,16,20,318,92
2441,16,20,318,93
2442,16,20,318,94
2443,16,20,318,95
2444,16,20,318,96
2445,16,20,318,97
2446,16,20,318,98
2447,16,20,319,99
2448,16,20,319,100
2449,16,20,319,101
2450,16,20,319,102
2451,16,20,319,103
2452,16,20,319,104
2453,16,20,319,105
2454,16,20,319,106
2455,16,20,319,107
2456,16,20,319,108
2457,16,20,319,109
2458,16,20,319,110
2459,16,20,319,111
2460,16,20,319,112
2461,16,20,319,113
2462,16,20,320,114
2463,16,20,320,115
2464,16,20,320,116
2465,16,20,320,117
2466,16,20,320,118
2467,16,20,320,119
2468,16,20,320,120
2469,16,20,320,121
2470,16,20,320,122
2471,16,20,320,123
2472,16,20,320,124
2473,16,20,320,125
2474,16,20,321,126
2475,16,20,321,127
2476,16,20,321,128
2477,16,20,321,129
2478,16,20,321,130
2479,16,20,321,131
2480,16,20,321,132
2481,16,20,321,133
2482,16,20,321,134
2483,16,20,321,135
2484,17,21,322,1
2485,17,21,322,2
2486,17,21,322,3
2487,17,21,322,4
2488,17,21,322,5
2489,17,21,322,6
2490,17,21,322,7
2491,17,21,322,8
2492,17,21,322,9
2493,17,21,322,10
2494,17,21,323,11
2495,17,21,323,12
2496,17,21,323,13
2497,17,21,323,14
2498,17,21,323,15
2499,17,21,323,16
2500,17,21,323,17
2501,17,21,323,18
2502,17,21,323,19
2503,17,21,323,20
2504,17,21,323,21
2505,17,21,323,22
2506,17,21,323,23
2507,17,21,323,24
2508,17,21,324,25
2509,17,21,324,26
2510,17,21,324,27
2511,17,21,324,28
2512,17,21,324,29
2513,17,21,324,30
2514,17,21,324,31
2515,17,21,324,32
2516,17,21,324,33
2517,17,21,324,34
2518,17,21,324,35
2519,17,21,325,36
2520,17,21,325,37
2521,17,21,325,38
2522,17,21,325,39
2523,17,21,325,40
2524,17,21,325,41
2525,17,21,325,42
2526,17,21,325,43
2527,17,21,325,44
2528,17,21,326,45
2529,17,21,326,46
2530,17,21,326,47
2531,17,21,326,48
2532,17,21,326,49
2533,17,21,326,50
2534,17,21,326,51
2535,17,21,326,52
2536,17,21,326,53
2537,17,21,326,54
2538,17,21,326,55
2539,17,21,326,56
2540,17,21,326,57
2541,17,21,327,58
2542,17,21,327,59
2543,17,21,327,60
2544,17,21,327,61
2545,17,21,327,62
2546,17,21,327,63
2547,17,21,327,64
2548,17,21,327,65
2549,17,21,327,66
2550,17,21,327,67
2551,17,21,327,68
2552,17,21,327,69
2553,17,21,327,70
2554,17,21,327,71
2555,17,21,327,72
2556,17,21,328,73
2557,17,21,328,74
2558,17,21,328,75
2559,17,21,328,76
2560,17,21,328,77
2561,17,21,328,78
2562,17,21,328,79
2563,17,21,328,80
2564,17,21,328,81
2565,17,21,329,82
2566,17,21,329,83
2567,17,21,329,84
2568,17,21,329,85
2569,17,21,329,86
2570,17,21,329,87
2571,17,21,329,88
2572,17,21,329,89
2573,17,21,329,90
2574,17,21,330,91
2575,17,21,330,92
2576,17,21,330,93
2577,17,21,330,94
2578,17,21,330,95
2579,17,21,330,96
2580,17,21,330,97
2581,17,21,330,98
2582,17,21,330,99
2583,17,21,330,100
2584,17,21,330,101
2585,17,21,331,102
2586,17,21,331,103
2587,17,21,331,104
2588,17,21,331,105
2589,17,21,331,106
2590,17,21,331,107
2591,17,21,331,108
2592,17,21,331,109
2593,17,21,331,110
2594,17,21,331,111
2595,17,21,331,112
2596,17,22,332,1
2597,17,22,332,2
2598,17,22,332,3
2599,17,22,332,4
2600,17,22,332,5
2601,17,22,333,6
2602,17,22,333,7
2603,17,22,333,8
2604,17,22,333,9
2605,17,22,333,10
2606,17,22,333,11
2607,17,22,333,12
2608,17,22,333,13
2609,17,22,333,14
2610,17,22,333,15
2611,17,22,334,16
2612,17,22,334,17
2613,17,22,334,18
2614,17,22,334,19
2615,17,22,334,20
2616,17,22,334,21
2617,17,22,334,22
2618,17,22,334,23
2619,17,22,335,24
2620,17,22,335,25
2621,17,22,335,26
2622,17,22,335,27
2623,17,22,335,28
2624,17,22,335,29
2625,17,22,335,30
2626,17,22,336,31
